tokenizer,backbone,seed,vocab,max_len,total_tokens,acc,avg_len,p95_len,distortion_hat,p95_latency_ms,n_params,params_m
BPE,mini,1,2048,512,5000000,0.8510594738458389,106.31579486129594,112,0.15733263058292604,1.4223359823226929,3815426,3.815426
BPE,small,1,2048,512,5000000,0.7606715119254785,106.31579486129594,112,0.15733263058292604,3.905535936355591,11631362,11.631362
WordPiece,mini,1,2048,512,5000000,0.8464530658204524,106.44334118128775,112,0.15314692499796778,1.411072015762329,3815426,3.815426
WordPiece,small,1,2048,512,5000000,0.8301770907974204,106.44334118128775,112,0.15314692499796778,3.920896053314209,11631362,11.631362
Unigram,mini,1,2048,512,5000000,0.8382638959975433,232.94277817586243,245,0.37531976693975894,3.6925439834594727,3815426,3.815426
Unigram,small,1,2048,512,5000000,0.769781963353465,232.94277817586243,245,0.37531976693975894,8.905792236328125,11631362,11.631362
Bytes,mini,1,2048,512,5000000,0.8169720544579793,336.54314668850446,347,0.3438088589556967,4.695040225982666,3815426,3.815426
Bytes,small,1,2048,512,5000000,0.7711127034496877,336.54314668850446,347,0.3438088589556967,12.250783920288086,11631362,11.631362
CIT,mini,1,2048,512,5000000,0.8511618384686253,60.646125499027534,70,0.1157004109093304,1.1403520107269287,3815426,3.815426
CIT,small,1,2048,512,5000000,0.7882075954550107,60.646125499027534,70,0.1157004109093304,2.4978559017181396,11631362,11.631362
