dataset,model,tokenizer,budget_mode,acc,drift_acc,avg_len,p95_len,n_params,params_m,vocab,max_len,total_tokens,total_steps,majority_train_frac,majority_test_acc,seed
csic2010,small,CIT,token_fair,0.8486,0.8486,213.3634,402,3815426,3.815426,2048,512,1000000,0,0.5423,0.5426,1
