seen_tokens,seen_steps,train_loss,train_acc,val_acc,wall_s,lr
114688,7,0.7000354528427124,0.4375,0.457,0.1471569538116455,0.00013762559999999999
229344,14,0.7054471373558044,0.53125,0.5434,1.2732024192810059,0.00027521279999999994
344032,21,0.7212392091751099,0.53125,0.5434,2.310734748840332,0.0003
458720,28,0.7365642786026001,0.375,0.457,2.822551727294922,0.0003
573408,35,0.6883309483528137,0.5625,0.571,3.4196722507476807,0.0003
688096,42,0.6828234791755676,0.59375,0.5786,4.572866678237915,0.0003
802784,49,0.6868255138397217,0.625,0.5414,5.743661165237427,0.0003
917472,56,0.6968024969100952,0.46875,0.457,6.891199350357056,0.0003
1032160,63,0.6873036026954651,0.5625,0.56,8.046670913696289,0.0003
1146767,70,0.7417744398117065,0.53125,0.543,9.213861227035522,0.0003
1261435,77,0.7081363797187805,0.40625,0.457,10.401785612106323,0.0003
1376123,84,0.6822894215583801,0.5625,0.612,11.590189218521118,0.0003
1490811,91,0.6949103474617004,0.40625,0.457,12.758728742599487,0.0003
1605499,98,0.7064612507820129,0.34375,0.5784,13.9005765914917,0.0003
1720144,105,0.7019266486167908,0.59375,0.578,15.07846212387085,0.0003
1834832,112,0.6701045036315918,0.6875,0.5774,16.23534631729126,0.0003
1949520,119,0.7733458876609802,0.34375,0.457,17.435829877853394,0.0003
2064208,126,0.6888230443000793,0.59375,0.5458,18.605578184127808,0.0003
2178884,133,0.6953452825546265,0.5,0.5786,19.77375078201294,0.0003
2293572,140,0.674322247505188,0.65625,0.6122,20.923568964004517,0.0003
2408260,147,0.6941340565681458,0.59375,0.6236,22.083055019378662,0.0003
2522850,154,0.6784906983375549,0.5625,0.5816,23.26456880569458,0.0003
2637538,161,0.7078123688697815,0.46875,0.5914,24.412296533584595,0.0003
2752226,168,0.6112295389175415,0.625,0.525,25.573360204696655,0.0003
2866914,175,0.7054599523544312,0.46875,0.5622,26.712830543518066,0.0003
2981602,182,0.7098314166069031,0.5625,0.6052,27.88164448738098,0.0003
3096290,189,0.6408151388168335,0.59375,0.6242,29.03750205039978,0.0003
3210959,196,0.6172350645065308,0.6875,0.575,30.207228422164917,0.0003
3325637,203,0.6557788252830505,0.59375,0.634,31.382051706314087,0.0003
3440325,210,0.6519696712493896,0.59375,0.6356,32.54215478897095,0.0003
3555013,217,0.5842497944831848,0.625,0.5972,33.69673156738281,0.0003
3669701,224,0.705292284488678,0.5625,0.587,34.84258413314819,0.0003
3784310,231,0.6750057339668274,0.71875,0.6364,36.02382493019104,0.0003
3898957,238,0.6831251382827759,0.40625,0.6434,37.22627520561218,0.0003
4013645,245,0.598402738571167,0.65625,0.6366,38.3807737827301,0.0003
4128333,252,0.5551325678825378,0.6875,0.6398,39.569032430648804,0.0003
4243021,259,0.4847071170806885,0.71875,0.6418,40.75044512748718,0.0003
4357604,266,0.6326602697372437,0.5625,0.637,41.94030284881592,0.0003
4472292,273,0.605053722858429,0.625,0.651,43.09129762649536,0.0003
4586975,280,0.6317513585090637,0.59375,0.6272,44.28699588775635,0.0003
4701663,287,0.5480138063430786,0.75,0.636,45.459200382232666,0.0003
4816349,294,0.6301576495170593,0.65625,0.6286,46.61738920211792,0.0003
4931037,301,0.5370715260505676,0.6875,0.6436,47.718055963516235,0.0003
