dataset,tokenizer,acc,majority_acc,avg_len,p95_len,distortion_hat,vocab,max_len,total_tokens,seed,probe_only
adult,BPE,0.8388780837342614,0.7607299157986334,106.31292865185792,111,0.20627027908430753,2048,256,2000000,0,False
adult,WordPiece,0.8374449790152523,0.7607299157986334,106.44098679496366,112,0.1817085370388857,2048,256,2000000,0,False
adult,Unigram,0.8099088954857201,0.7607299157986334,232.96079434947282,245,0.2867556595883906,2048,256,2000000,0,False
adult,CIT,0.8416419285494933,0.7607299157986334,60.534548060190396,69,0.13812096784252623,2048,256,2000000,0,False
