tokenizer,backbone,acc,avg_len,p95_len,distortion_hat,p95_latency_ms
BPE,Small,0.7606715119254785,106.31292865185792,111,0.19938642368328885,0.4286719858646393
BPE,Base,0.7606715119254785,106.31292865185792,111,0.19938642368328885,0.6850559711456299
WordPiece,Small,0.7606715119254785,106.44098679496366,112,0.18154411482164376,0.4104959964752197
WordPiece,Base,0.7606715119254785,106.44098679496366,112,0.18154411482164376,0.6922240257263184
CIT,Small,0.7606715119254785,60.534548060190396,69,0.21259706220059574,0.38473600149154663
CIT,Base,0.7606715119254785,60.534548060190396,69,0.21259706220059574,0.5638719797134399
