seen_tokens,seen_steps,train_loss,train_acc,val_acc,wall_s,lr
210113,20,0.5912368297576904,0.59375,0.4554,1.375502347946167,0.00012606779999999997
415049,39,0.573672354221344,0.71875,0.6836,5.165987491607666,0.0002490294
625183,59,0.6142569184303284,0.625,0.7042,8.393845796585083,0.0003
835723,79,0.44536665081977844,0.78125,0.7134,11.778692960739136,0.0003
1045610,99,0.3879365026950836,0.8125,0.771,15.120276689529419,0.0003
1250164,119,0.4696485102176666,0.71875,0.7654,18.622509956359863,0.0003
1450640,138,0.2993139326572418,0.9375,0.7856,22.06487226486206,0.0003
1653219,157,0.41420814394950867,0.78125,0.8008,25.667123794555664,0.0003
1863474,177,0.39200156927108765,0.8125,0.781,29.072896480560303,0.0003
2065736,196,0.45469382405281067,0.78125,0.816,32.30948805809021,0.0003
2272754,216,0.34146901965141296,0.8125,0.7406,34.5257933139801,0.0003
2480985,236,0.2930206060409546,0.875,0.835,38.25937247276306,0.0003
2689568,256,0.3765552341938019,0.8125,0.8526,42.12425875663757,0.0003
2897148,276,0.3653286397457123,0.90625,0.8458,45.90980052947998,0.0003
3101960,296,0.36783134937286377,0.8125,0.8562,49.72490382194519,0.0003
3311779,316,0.26093825697898865,0.90625,0.8448,53.534154415130615,0.0003
3521246,336,0.29968327283859253,0.84375,0.8666,57.29504203796387,0.0003
3730761,356,0.2661653459072113,0.875,0.8774,61.888691663742065,0.0003
3936841,376,0.14921578764915466,0.9375,0.8728,66.79976963996887,0.0003
4144939,396,0.41287243366241455,0.71875,0.8716,70.213623046875,0.0003
4354464,416,0.446494460105896,0.78125,0.8766,75.02761697769165,0.0003
4564102,436,0.3385592997074127,0.84375,0.8364,79.84580397605896,0.0003
4773875,456,0.32834717631340027,0.78125,0.8806,84.66283082962036,0.0003
4981654,476,0.053111299872398376,1.0,0.8948,89.50039315223694,0.0003
5181881,495,0.30163538455963135,0.84375,0.9052,94.25611472129822,0.0003
5391275,515,0.037341468036174774,1.0,0.902,99.08677840232849,0.0003
5597236,535,0.12392748147249222,0.96875,0.8938,103.87873768806458,0.0003
5805060,555,0.12232724577188492,0.96875,0.9058,108.70833110809326,0.0003
6005969,574,0.1777935028076172,0.9375,0.9084,113.45924735069275,0.0003
6215563,594,0.34256088733673096,0.875,0.8754,118.30671644210815,0.0003
6417105,613,0.05260719731450081,0.96875,0.9074,122.40161991119385,0.0003
6627797,633,0.4049348533153534,0.78125,0.9186,125.57783341407776,0.0003
6834944,653,0.3240170478820801,0.875,0.9184,128.92012739181519,0.0003
7041209,673,0.13117946684360504,0.9375,0.8988,132.55159068107605,0.0003
7249721,693,0.09549815207719803,1.0,0.906,136.05709147453308,0.0003
7459835,713,0.15306982398033142,0.875,0.9214,139.72297263145447,0.0003
7669160,733,0.05025390535593033,0.96875,0.9052,143.3543632030487,0.0003
7875710,753,0.12157432734966278,0.96875,0.9176,146.91130542755127,0.0003
8081221,773,0.16719698905944824,0.96875,0.8962,150.22651028633118,0.0003
8282420,792,0.16946221888065338,0.9375,0.9254,153.8799443244934,0.0003
8492095,812,0.3389040231704712,0.90625,0.9228,157.07847595214844,0.0003
8701129,832,0.2714645564556122,0.84375,0.8954,159.66624569892883,0.0003
8901450,851,0.12687255442142487,0.9375,0.9204,163.3559136390686,0.0003
9110579,871,0.1838577836751938,0.875,0.9276,167.1677324771881,0.0003
9316785,891,0.020132210105657578,1.0,0.9252,171.00190949440002,0.0003
9523981,911,0.048801273107528687,1.0,0.9252,174.74632382392883,0.0003
9724407,930,0.09658658504486084,0.9375,0.9228,178.45403838157654,0.0003
9933586,950,0.29012322425842285,0.8125,0.9266,182.26777482032776,0.0003
