seen_tokens,seen_steps,train_loss,train_acc,val_acc,wall_s,lr
238356,19,0.6108735799789429,0.75,0.6202,1.5278398990631104,0.00012127659574468084
477155,38,0.6837497353553772,0.53125,0.6576,7.167483568191528,0.00024255319148936167
716357,57,0.5975096821784973,0.6875,0.691,12.831181764602661,0.0003
957759,76,0.6130726337432861,0.71875,0.7078,17.963074445724487,0.0003
1198388,95,0.45398521423339844,0.84375,0.7096,22.957658052444458,0.0003
1440577,114,0.4726947247982025,0.75,0.701,28.59730362892151,0.0003
1683807,133,0.5709918737411499,0.6875,0.749,34.22550368309021,0.0003
1927323,152,0.5308411121368408,0.6875,0.7284,39.86442255973816,0.0003
2166107,171,0.40719327330589294,0.8125,0.7524,45.509780168533325,0.0003
2407420,190,0.6353238821029663,0.59375,0.7478,50.95952606201172,0.0003
2649124,209,0.5518357157707214,0.6875,0.7694,55.77035450935364,0.0003
2896504,228,0.6118706464767456,0.75,0.7638,60.00931930541992,0.0003
3137570,247,0.38033080101013184,0.8125,0.7142,64.12114763259888,0.0003
3376837,266,0.35865116119384766,0.78125,0.7752,68.11690974235535,0.0003
3616731,285,0.4126552939414978,0.75,0.7762,72.14069867134094,0.0003
3855705,304,0.45886388421058655,0.8125,0.7734,75.81846618652344,0.0003
4095959,323,0.5113340020179749,0.75,0.7956,79.80092334747314,0.0003
4336414,342,0.36571264266967773,0.8125,0.7896,83.22938537597656,0.0003
4578144,361,0.4509285092353821,0.71875,0.7288,86.64762330055237,0.0003
4817890,380,0.582172155380249,0.6875,0.7842,89.97785449028015,0.0003
5059670,399,0.35432305932044983,0.875,0.7884,93.21977949142456,0.0003
5301533,418,0.46222519874572754,0.75,0.7936,97.06442427635193,0.0003
5545690,437,0.3632538914680481,0.84375,0.7982,100.57782316207886,0.0003
5787438,456,0.3638993799686432,0.8125,0.747,104.34590530395508,0.0003
6030457,475,0.40868645906448364,0.78125,0.7686,108.5539824962616,0.0003
6275756,494,0.35178157687187195,0.84375,0.801,112.66843724250793,0.0003
6515781,513,0.6352742314338684,0.71875,0.797,116.98028683662415,0.0003
6758978,532,0.30244919657707214,0.875,0.8232,120.81645584106445,0.0003
6998712,551,0.40563225746154785,0.8125,0.827,124.44889116287231,0.0003
7238236,570,0.2551807463169098,0.90625,0.8068,128.55077719688416,0.0003
7480411,589,0.4359571635723114,0.84375,0.8344,132.63865995407104,0.0003
7719258,608,0.36203905940055847,0.8125,0.83,137.14431071281433,0.0003
7963764,627,0.35600483417510986,0.78125,0.8232,142.86108660697937,0.0003
8205333,646,0.2797718346118927,0.875,0.8134,147.34548115730286,0.0003
8444146,665,0.11258357018232346,1.0,0.8332,152.4739933013916,0.0003
8684778,684,0.4346323311328888,0.78125,0.8046,157.2845811843872,0.0003
8925549,703,0.33218032121658325,0.8125,0.8428,162.8422408103943,0.0003
9165775,722,0.2612210214138031,0.875,0.8218,167.98659205436707,0.0003
9408008,741,0.278013676404953,0.84375,0.8396,172.81386542320251,0.0003
9649629,760,0.20041541755199432,0.875,0.8394,178.38999772071838,0.0003
9890877,779,0.41197913885116577,0.75,0.8218,184.03386855125427,0.0003
10133106,798,0.18958477675914764,0.90625,0.8562,189.6832389831543,0.0003
10376998,817,0.46583792567253113,0.8125,0.8416,195.3599750995636,0.0003
10616796,836,0.29006850719451904,0.8125,0.8016,200.9952347278595,0.0003
10856702,855,0.297098845243454,0.84375,0.8562,206.71630263328552,0.0003
11096708,874,0.18589909374713898,0.90625,0.8564,211.09725546836853,0.0003
11341283,893,0.3348221182823181,0.875,0.8676,214.83990812301636,0.0003
11581322,912,0.3640954792499542,0.8125,0.8526,219.23827385902405,0.0003
11821562,931,0.4647853970527649,0.6875,0.8312,223.5872974395752,0.0003
12060427,950,0.13950881361961365,0.9375,0.8452,227.46377515792847,0.0003
