seen_tokens,seen_steps,train_loss,train_acc,val_acc,wall_s,lr
51511,5,0.8769333362579346,0.5,0.543,0.25314855575561523,0.00015453299999999997
102737,10,0.6687677502632141,0.59375,0.6128,3.375882387161255,0.0003
153684,15,0.6522075533866882,0.59375,0.604,6.842231750488281,0.0003
205850,20,0.8522446155548096,0.34375,0.457,10.760794401168823,0.0003
258481,25,0.7044049501419067,0.5625,0.606,14.174259662628174,0.0003
310076,30,0.6312963366508484,0.625,0.6112,17.17070436477661,0.0003
362213,35,0.5921251177787781,0.71875,0.6362,21.02572202682495,0.0003
413213,40,0.6299718022346497,0.59375,0.6714,24.85960578918457,0.0003
465382,45,0.6114048361778259,0.625,0.6976,28.70924687385559,0.0003
518715,50,0.5406227111816406,0.71875,0.6882,32.56139278411865,0.0003
570407,55,0.7246872782707214,0.71875,0.6802,36.42346525192261,0.0003
621672,60,0.5435190796852112,0.71875,0.6984,40.280513048172,0.0003
675325,65,0.5789563655853271,0.75,0.5886,44.12370252609253,0.0003
726575,70,0.5649195909500122,0.6875,0.7266,47.95871925354004,0.0003
778279,75,0.6416725516319275,0.59375,0.7322,51.80818200111389,0.0003
837919,81,0.35242071747779846,0.84375,0.7198,55.71943783760071,0.0003
890100,86,0.48312830924987793,0.71875,0.7488,59.57587814331055,0.0003
941926,91,0.5239673256874084,0.6875,0.7648,63.41279220581055,0.0003
992687,96,0.5950238704681396,0.6875,0.7632,67.25134873390198,0.0003
1044918,101,0.4035208225250244,0.84375,0.7506,70.23849940299988,0.0003
1095743,106,0.41572242975234985,0.8125,0.7718,73.00794529914856,0.0003
1147659,111,0.6258034110069275,0.71875,0.6988,75.95788598060608,0.0003
1199438,116,0.4149875044822693,0.84375,0.7692,78.83488297462463,0.0003
1252627,121,0.4380185306072235,0.75,0.7108,81.87762069702148,0.0003
1304330,126,0.4395914077758789,0.8125,0.7702,85.1457347869873,0.0003
1357311,131,0.6427279114723206,0.59375,0.7288,88.3332781791687,0.0003
1409166,136,0.4217613637447357,0.8125,0.7734,91.30895400047302,0.0003
1459875,141,0.3550081253051758,0.8125,0.7536,94.20781540870667,0.0003
1511896,146,0.3114362061023712,0.90625,0.7608,97.1379828453064,0.0003
1564535,151,0.43634548783302307,0.78125,0.7692,100.00026965141296,0.0003
1615569,156,0.440891295671463,0.78125,0.7792,102.61815881729126,0.0003
1668328,161,0.25022092461586,0.875,0.7766,104.61205005645752,0.0003
1720858,166,0.5906583666801453,0.71875,0.7796,107.03444051742554,0.0003
1773938,171,0.3013916611671448,0.875,0.7308,110.11426591873169,0.0003
1828691,176,0.4899551570415497,0.75,0.7874,113.1899664402008,0.0003
1878829,181,0.6297211050987244,0.5625,0.77,116.30909466743469,0.0003
1930704,186,0.54150390625,0.71875,0.7836,119.46131300926208,0.0003
1981152,191,0.6089931726455688,0.625,0.7216,122.53593492507935,0.0003
