tokenizer,backbone,seed,vocab,max_len,total_tokens,acc,avg_len,p95_len,distortion_hat,p95_latency_ms,n_params,params_m
BPE,mini,0,2048,512,2000000,0.8155389497389702,106.31292865185792,111,0.20627027908430753,1.6168960332870483,3815426,3.815426
BPE,small,0,2048,512,2000000,0.7960896714095609,106.31292865185792,111,0.20627027908430753,6.008831977844238,11631362,11.631362
WordPiece,mini,0,2048,512,2000000,0.8405159176988433,106.44098679496366,112,0.1836841200630814,1.6394239664077759,3815426,3.815426
WordPiece,small,0,2048,512,2000000,0.8433821271368614,106.44098679496366,112,0.1836841200630814,5.988351821899414,11631362,11.631362
Unigram,mini,0,2048,512,2000000,0.8281297983416931,232.96079434947282,245,0.28791169467047967,5.371903896331787,3815426,3.815426
Unigram,small,0,2048,512,2000000,0.8050977582147609,232.96079434947282,245,0.28791169467047967,15.0763521194458,11631362,11.631362
Bytes,mini,0,2048,512,2000000,0.8141058450199611,336.47783805916674,347,0.28698293943442005,8.074336051940918,3815426,3.815426
Bytes,small,0,2048,512,2000000,0.7606715119254785,336.47783805916674,347,0.28698293943442005,21.176319122314453,11631362,11.631362
CIT,mini,0,2048,512,2000000,0.8462483365748797,60.534548060190396,69,0.13812096784252623,1.368064045906067,3815426,3.815426
CIT,small,0,2048,512,2000000,0.8431773978912888,60.534548060190396,69,0.13812096784252623,4.692192077636719,11631362,11.631362
