dataset,model,tokenizer,budget_mode,acc,drift_acc,avg_len,p95_len,vocab,max_len,total_tokens,total_steps,majority_train_frac,majority_test_acc,seed
csic2010,tiny,CIT,token_fair,0.9122,0.9122,216.9894,416,2048,512,10000000,0,0.54165,0.5576,0
