dataset,model,tokenizer,budget_mode,acc,drift_acc,avg_len,p95_len,vocab,max_len,total_tokens,total_steps,majority_train_frac,majority_test_acc,seed
csic2010,tiny,BPE,token_fair,0.8528,0.4686,327.2294,514,2048,512,10000000,0,0.54165,0.5576,0
csic2010,tiny,WordPiece,token_fair,0.8902,0.4962,329.449,526,2048,512,10000000,0,0.54165,0.5576,0
csic2010,tiny,Unigram,token_fair,0.8086,0.8098,406.3974,595,2048,512,10000000,0,0.54165,0.5576,0
csic2010,tiny,CIT,token_fair,0.9122,0.9122,216.9894,416,2048,512,10000000,0,0.54165,0.5576,0
csic2010,small,BPE,token_fair,0.9034,0.5112,327.2294,514,2048,512,10000000,0,0.54165,0.5576,0
csic2010,small,WordPiece,token_fair,0.9046,0.479,329.449,526,2048,512,10000000,0,0.54165,0.5576,0
csic2010,small,Unigram,token_fair,0.8016,0.8028,406.3974,595,2048,512,10000000,0,0.54165,0.5576,0
csic2010,small,CIT,token_fair,0.9008,0.9008,216.9894,416,2048,512,10000000,0,0.54165,0.5576,0
