vocab_size,tokenizer,acc,avg_len,p95_len,distortion_hat,tokenize_ms_per_sample,encode_total_s,train_time_s
4096,CIT,0.7606715119254785,57.95291227351827,60,0.12288894244111097,2.610969004842142,133.0488362070173,0.8400898696854711
