vocab_size,tokenizer,acc,avg_len,p95_len,distortion_hat,tokenize_ms_per_sample,encode_total_s,train_time_s
4096,CIT,0.7606715119254785,57.95291227351827,60,0.12288894244111097,0.02569456895192464,1.4095571180805564,3.491645257920027
